ATTBE,ATTEN,AUKEY,CBDFK,ETTBE,ETTEN,INDNR,LUPDN,LUPDT,LUPDV,LZUAU,MENGE,STTBE,STTEN,UAKEY,UAPIR,UASAA,UASAU,XUA,ZINFO,DFKEY,ORTFR,ORTTO,UAART,UAREE,FGKEY,UAABF,REKEY,SPREK,ATT30,ATT50,ATT55,ATT60,ATT70,ATT75,ATTER,UAAGE,EINHE,ATT20,QKB,SAA20,SAAOF,SKA,STT20,URK,RELFK,UAINF,ETT30,UAKSL,SPKEY,MENG2,CINFO,ATT40,STLIK,OKEYN,ABI,EBI,SBI,TOURK,EINH2,EINH3,EINH4,MENG3,MENG4,XCABA
1.2.2024 7:29 AM,,768087965,,1.2.2024 7:25 AM,1.2.2024 7:35 AM,,13,1.2.2024 7:29 AM,lvapps7;1704176978757,,1,,,800102791,,75,,1.2.2024 7:29 AM,,,347N,T10,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:13 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 7:29 AM,,768087966,,1.2.2024 7:25 AM,1.2.2024 7:35 AM,,13,1.2.2024 7:29 AM,lvapps7;1704176978757,,2,,,800102792,,75,,1.2.2024 7:29 AM,,,347N,T10,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:13 AM,,,2,,,,,,600,,,,,,,,
1.2.2024 7:29 AM,,768087967,,1.2.2024 7:25 AM,1.2.2024 7:35 AM,,13,1.2.2024 7:29 AM,lvapps7;1704176978757,,1,,,800102793,,75,,1.2.2024 7:29 AM,,,347N,T10,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:13 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 7:29 AM,,768087968,,1.2.2024 7:25 AM,1.2.2024 7:35 AM,,13,1.2.2024 7:29 AM,lvapps7;1704176978757,,1,,,800102794,,75,,1.2.2024 7:29 AM,,,347N,T10,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:13 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 7:29 AM,,768087975,,1.2.2024 7:25 AM,1.2.2024 7:35 AM,,13,1.2.2024 7:29 AM,lvapps7;1704176978757,,1,,,800102801,,75,,1.2.2024 7:29 AM,,,347N,T10,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:13 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 7:29 AM,,768087964,,1.2.2024 7:25 AM,1.2.2024 7:35 AM,,13,1.2.2024 7:29 AM,lvapps7;1704176978757,,3,,,800102790,,75,,1.2.2024 7:29 AM,,,347N,T10,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:13 AM,,,4,,,,,,600,,,,,,,,
1.2.2024 10:09 AM,,768087142,,1.2.2024 9:58 AM,1.2.2024 10:08 AM,,11,1.2.2024 10:09 AM,lvapps7;1704186567832,,0,,,800101915,,75,,1.2.2024 10:09 AM,,,251B,T10,,,,,,,,,,,,,,PTM,,1.2.2024 2:54 AM,,,,,,,,,1.2.2024 9:43 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 10:09 AM,,768087145,,1.2.2024 9:58 AM,1.2.2024 10:08 AM,,11,1.2.2024 10:09 AM,lvapps7;1704186567832,,0,,,800101918,,75,,1.2.2024 10:09 AM,,,251B,T10,,,,,,,,,,,,,,PTM,,1.2.2024 2:54 AM,,,,,,,,,1.2.2024 9:43 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 10:32 AM,,768087147,,1.2.2024 10:30 AM,1.2.2024 10:40 AM,,9,1.2.2024 10:32 AM,lvapps7;1704187935829,,3,,,800101921,,75,,1.2.2024 10:32 AM,,,204A,T02,,,,,,,,,,,,,,GMS,,1.2.2024 3:14 AM,,,,,,,,,1.2.2024 10:15 AM,,,3,,,,,,600,,,,,,,,
1.2.2024 10:32 AM,,768087148,,1.2.2024 10:30 AM,1.2.2024 10:40 AM,,10,1.2.2024 10:32 AM,lvapps7;1704187935829,,5,,,800101922,,75,,1.2.2024 10:32 AM,,,204A,T02,,,,,,,,,,,,,,GMS,,1.2.2024 3:14 AM,,,,,,,,,1.2.2024 10:15 AM,,,5,,,,,,600,,,,,,,,
1.2.2024 10:32 AM,,768087149,,1.2.2024 10:30 AM,1.2.2024 10:40 AM,,10,1.2.2024 10:32 AM,lvapps7;1704187935829,,7,,,800101923,,75,,1.2.2024 10:32 AM,,,204A,T02,,,,,,,,,,,,,,GMS,,1.2.2024 3:14 AM,,,,,,,,,1.2.2024 10:15 AM,,,10,,,,,,600,,,,,,,,
1.2.2024 10:32 AM,,768087150,,1.2.2024 10:30 AM,1.2.2024 10:40 AM,,9,1.2.2024 10:32 AM,lvapps7;1704187935829,,7,,,800101924,,75,,1.2.2024 10:32 AM,,,204A,T02,,,,,,,,,,,,,,GMS,,1.2.2024 3:14 AM,,,,,,,,,1.2.2024 10:15 AM,,,3,,,,,,600,,,,,,,,
1.2.2024 10:32 AM,,768087151,,1.2.2024 10:30 AM,1.2.2024 10:40 AM,,9,1.2.2024 10:32 AM,lvapps7;1704187935829,,3,,,800101925,,75,,1.2.2024 10:32 AM,,,204A,T02,,,,,,,,,,,,,,GMS,,1.2.2024 3:14 AM,,,,,,,,,1.2.2024 10:15 AM,,,3,,,,,,600,,,,,,,,
1.2.2024 10:32 AM,,768087152,,1.2.2024 10:30 AM,1.2.2024 10:40 AM,,10,1.2.2024 10:32 AM,lvapps7;1704187935829,,1,,,800101926,,75,,1.2.2024 10:32 AM,,,204A,T02,,,,,,,,,,,,,,GMS,,1.2.2024 3:14 AM,,,,,,,,,1.2.2024 10:15 AM,,,2,,,,,,600,,,,,,,,
,,768007960,,1.2.2024 3:19 PM,1.2.2024 4:04 PM,,15,1.2.2024 1:58 PM,AU_GEN_UPD_FD,,,1.2.2024 2:52 PM,1.2.2024 3:37 PM,800020165,,20,14,1.2.2024 1:58 PM,,,G,,A,,,GH  ,1000213,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000211,,GN,1.2.2024 3:11 PM,,,0,PND-ANK,,,,,2700,2700,,,,,0,,
1.2.2024 10:32 AM,,768087153,,1.2.2024 10:30 AM,1.2.2024 10:40 AM,,9,1.2.2024 10:32 AM,lvapps7;1704187935829,,2,,,800101927,,75,,1.2.2024 10:32 AM,,,204A,T02,,,,,,,,,,,,,,GMS,,1.2.2024 3:14 AM,,,,,,,,,1.2.2024 10:15 AM,,,2,,,,,,600,,,,,,,,
,,768007960,,1.2.2024 3:19 PM,1.2.2024 4:04 PM,,23,1.2.2024 1:58 PM,AU_GEN_UPD_FD,,,1.2.2024 2:52 PM,1.2.2024 3:37 PM,800020166,,20,14,1.2.2024 1:58 PM,,,H,,G,,,GH  ,1000270,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,1000266,,GN,,,,,PND-ANK,,,,,2700,2700,,,,,,,
1.2.2024 10:32 AM,,768087154,,1.2.2024 10:30 AM,1.2.2024 10:40 AM,,9,1.2.2024 10:32 AM,lvapps7;1704187935829,,1,,,800101928,,75,,1.2.2024 10:32 AM,,,204A,T02,,,,,,,,,,,,,,GMS,,1.2.2024 3:14 AM,,,,,,,,,1.2.2024 10:15 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087977,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,14,1.2.2024 7:41 AM,lvapps7;1704177700029,,2,,,800102804,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,5,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087979,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,13,1.2.2024 7:41 AM,lvapps7;1704177700029,,2,,,800102806,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,2,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087981,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,14,1.2.2024 7:41 AM,lvapps7;1704177700029,,6,,,800102808,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,6,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087982,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,14,1.2.2024 7:41 AM,lvapps7;1704177700029,,4,,,800102809,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,19,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087983,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,14,1.2.2024 7:41 AM,lvapps7;1704177700029,,3,,,800102810,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,5,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087984,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,13,1.2.2024 7:41 AM,lvapps7;1704177700029,,3,,,800102811,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,3,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087985,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,13,1.2.2024 7:41 AM,lvapps7;1704177700029,,1,,,800102812,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087986,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,14,1.2.2024 7:41 AM,lvapps7;1704177700029,,2,,,800102813,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,5,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087987,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,13,1.2.2024 7:41 AM,lvapps7;1704177700029,,2,,,800102814,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,2,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087988,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,13,1.2.2024 7:41 AM,lvapps7;1704177700029,,1,,,800102815,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087995,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,14,1.2.2024 7:41 AM,lvapps7;1704177700029,,4,,,800102822,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,2,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087996,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,14,1.2.2024 7:41 AM,lvapps7;1704177700029,,5,,,800102823,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,6,,,,,,600,,,,,,,,
1.2.2024 7:41 AM,,768087997,,1.2.2024 7:43 AM,1.2.2024 7:53 AM,,14,1.2.2024 7:41 AM,lvapps7;1704177700029,,5,,,800102824,,75,,1.2.2024 7:41 AM,,,214 ,T05,,,,,,,,,,,,,,GMS,,1.2.2024 6:12 AM,,,,,,,,,1.2.2024 7:28 AM,,,8,,,,,,600,,,,,,,,
,,768089350,,1.2.2024 7:44 AM,1.2.2024 7:44 AM,1,1,1.2.2024 7:48 AM,BIC;1704178087729,,1,1.2.2024 7:44 AM,1.2.2024 7:44 AM,800104263,,97,,1.2.2024 7:48 AM,,,,,Qx,LH ,,,,,,,,,,,,,,1.2.2024 7:44 AM,,,,,,,,,,M,,,,,,,,0,0,,,,,,,
1.2.2024 7:45 AM,,768089353,,1.2.2024 7:45 AM,1.2.2024 7:45 AM,1,5,1.2.2024 1:39 PM,SII;1704199154061,,1,1.2.2024 7:45 AM,1.2.2024 7:45 AM,800104264,,75,,1.2.2024 1:39 PM,,,,,Qx,,,,,,1.2.2024 7:45 AM,,,,,1.2.2024 1:39 PM,,,,1.2.2024 7:45 AM,,,,,,,,,,M,266713087,,,1.2.2024 7:45 AM,,,,0,0,,,,,,,
1.2.2024 10:16 AM,,768089355,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,1,,,800104266,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 10:16 AM,,768089364,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,3,,,800104275,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,5,,,,,,600,,,,,,,,
1.2.2024 10:16 AM,,768089365,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,3,,,800104276,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,2,,,,,,600,,,,,,,,
1.2.2024 10:16 AM,,768089366,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,0,,,800104277,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 10:16 AM,,768089367,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,0,,,800104278,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,2,,,,,,600,,,,,,,,
1.2.2024 10:16 AM,,768089368,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,0,,,800104279,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,3,,,,,,600,,,,,,,,
1.2.2024 10:16 AM,,768089369,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,1,,,800104280,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 10:16 AM,,768089370,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,12,,,800104281,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,12,,,,,,600,,,,,,,,
1.2.2024 10:16 AM,,768089372,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,1,,,800104283,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,2,,,,,,600,,,,,,,,
1.2.2024 10:16 AM,,768089373,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,1,,,800104284,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 10:16 AM,,768089381,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,0,,,800104292,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 10:16 AM,,768089383,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,0,,,800104294,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,1,,,,,,600,,,,,,,,
1.2.2024 10:32 AM,,768087155,,1.2.2024 10:30 AM,1.2.2024 10:40 AM,,10,1.2.2024 10:32 AM,lvapps7;1704187935829,,4,,,800101929,,75,,1.2.2024 10:32 AM,,,204A,T02,,,,,,,,,,,,,,GMS,,1.2.2024 3:14 AM,,,,,,,,,1.2.2024 10:15 AM,,,5,,,,,,600,,,,,,,,
1.2.2024 1:59 PM,,768008201,,1.2.2024 1:59 PM,1.2.2024 2:44 PM,,25,1.2.2024 2:12 PM,BSVDatenUpdater,,,1.2.2024 2:12 PM,1.2.2024 2:57 PM,800020396,,40,14,1.2.2024 2:12 PM,,,H,,G,,,GH  ,1000256,,,1.2.2024 1:46 PM,,,,,1.2.2024 2:42 PM,,,1.1.2024 6:29 PM,,,45,,,0,,2,,S,,,PND-ANK,1.2.2024 1:59 PM,,,,2700,2700,,,,,,,
1.2.2024 10:32 AM,,768087156,,1.2.2024 10:30 AM,1.2.2024 10:40 AM,,10,1.2.2024 10:32 AM,lvapps7;1704187935829,,6,,,800101930,,75,,1.2.2024 10:32 AM,,,204A,T02,,,,,,,,,,,,,,GMS,,1.2.2024 3:14 AM,,,,,,,,,1.2.2024 10:15 AM,,,8,,,,,,600,,,,,,,,
,,768008205,,1.2.2024 3:03 PM,1.2.2024 3:48 PM,,18,1.2.2024 1:56 PM,AU_GEN_UPD_FD,,,1.2.2024 2:32 PM,1.2.2024 3:17 PM,800020400,,20,14,1.2.2024 1:56 PM,,,G,,A,,,SPL ,1000215,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000216,,GS,1.2.2024 2:55 PM,,,0,PND-ANK,,,,,2700,2700,,,,,0,,
,,768008205,,1.2.2024 3:03 PM,1.2.2024 3:48 PM,,21,1.2.2024 1:56 PM,AU_GEN_UPD_FD,,,1.2.2024 2:32 PM,1.2.2024 3:17 PM,800020401,,20,14,1.2.2024 1:56 PM,,,H,,G,,,SPL ,1000271,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,0,,GS,,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768008209,,1.2.2024 3:03 PM,1.2.2024 3:48 PM,,13,1.2.2024 1:53 PM,AU_GEN_UPD_FD,,,1.2.2024 2:37 PM,1.2.2024 3:22 PM,800020405,,20,14,1.2.2024 1:53 PM,,,G,,A,,,SPL ,1000215,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000216,,GS,1.2.2024 2:55 PM,,,0,PND-ANK,,,,,2700,2700,,,,,0,,
,,768008209,,1.2.2024 3:03 PM,1.2.2024 3:48 PM,,17,1.2.2024 1:53 PM,AU_GEN_UPD_FD,,,1.2.2024 2:37 PM,1.2.2024 3:22 PM,800020406,,20,14,1.2.2024 1:53 PM,,,H,,G,,,SPL ,1000271,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,0,,GS,,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768008213,,1.2.2024 3:16 PM,1.2.2024 4:01 PM,,12,1.2.2024 2:05 PM,AU_GEN_UPD_FD,,,1.2.2024 2:32 PM,1.2.2024 3:17 PM,800020410,,20,14,1.2.2024 2:05 PM,,,H,,A,,,SPL ,1000206,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000205,,2,1.2.2024 3:08 PM,,,0,PND-ANK,,,,,2700,2700,,,,,0,,
,,768008213,,1.2.2024 3:16 PM,1.2.2024 4:01 PM,,15,1.2.2024 2:05 PM,AU_GEN_UPD_FD,,,1.2.2024 2:32 PM,1.2.2024 3:17 PM,800020411,,20,14,1.2.2024 2:05 PM,,,H,,G,,,SPL ,1000267,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,1000262,,2,,,,,PND-ANK,,,,,2700,2700,,,,,,,
1.2.2024 1:59 PM,,768008201,,1.2.2024 1:58 PM,1.2.2024 2:43 PM,,17,1.2.2024 1:59 PM,PND-ANK,,,1.2.2024 2:12 PM,1.2.2024 2:57 PM,800020395,,40,66,1.2.2024 1:59 PM,,,H,,A,,,GH  ,1000201,,,1.2.2024 1:57 PM,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000202,,2,1.2.2024 1:50 PM,,,0,PND-ANK,1.2.2024 1:59 PM,,,,2700,2700,,,,,0,,
,,768008217,,1.2.2024 3:48 PM,1.2.2024 4:33 PM,,21,1.2.2024 1:49 PM,AU_GEN_UPD_FD,,,1.2.2024 3:12 PM,1.2.2024 3:57 PM,800020415,,20,14,1.2.2024 1:49 PM,,,H,,G,,,SPL ,1000269,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,1000260,,GS,,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768008217,,1.2.2024 3:48 PM,1.2.2024 4:33 PM,,12,1.2.2024 1:49 PM,AU_GEN_UPD_FD,,,1.2.2024 3:12 PM,1.2.2024 3:57 PM,800020416,,20,14,1.2.2024 1:49 PM,,,H,,A,,,SPL ,1000208,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000216,,GS,1.2.2024 3:25 PM,,,0,PND-ANK,,,,,2700,2700,,,,,0,,
,,768008225,,1.2.2024 3:16 PM,1.2.2024 4:01 PM,,17,1.2.2024 1:46 PM,AU_GEN_UPD_FD,,,1.2.2024 2:52 PM,1.2.2024 3:37 PM,800020425,,20,14,1.2.2024 1:46 PM,,,G,,A,,,GH  ,1000213,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000211,,GS,1.2.2024 3:07 PM,,,0,PND-ANK,,,,,2700,2700,,,,,0,,
,,768008225,,1.2.2024 3:16 PM,1.2.2024 4:01 PM,,19,1.2.2024 1:46 PM,AU_GEN_UPD_FD,,,1.2.2024 2:52 PM,1.2.2024 3:37 PM,800020426,,20,14,1.2.2024 1:46 PM,,,H,,G,,,GH  ,1000271,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,1000268,,GS,,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768008229,,1.2.2024 3:24 PM,1.2.2024 4:09 PM,,13,1.2.2024 1:47 PM,AU_GEN_UPD_FD,,,1.2.2024 3:02 PM,1.2.2024 3:47 PM,800020430,,20,14,1.2.2024 1:47 PM,,,G,,A,,,SPL ,1000216,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000215,,GS,1.2.2024 3:16 PM,,,0,PND-ANK,,,,,2700,2700,,,,,0,,
,,768008229,,1.2.2024 3:24 PM,1.2.2024 4:09 PM,,16,1.2.2024 1:47 PM,AU_GEN_UPD_FD,,,1.2.2024 3:02 PM,1.2.2024 3:47 PM,800020431,,20,14,1.2.2024 1:47 PM,,,H,,G,,,SPL ,1000265,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,0,,GS,,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768008233,,1.2.2024 2:42 PM,1.2.2024 3:27 PM,,16,1.2.2024 2:11 PM,AU_GEN_UPD_FD,,,1.2.2024 2:37 PM,1.2.2024 3:22 PM,800020435,,20,14,1.2.2024 2:11 PM,,,G,,A,,,GH  ,1000211,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000212,,GN,1.2.2024 2:36 PM,,,3,PND-ANK,,,,,2700,2700,,,,,10,,
,,768008233,,1.2.2024 2:42 PM,1.2.2024 3:27 PM,,19,1.2.2024 2:11 PM,AU_GEN_UPD_FD,,,1.2.2024 2:37 PM,1.2.2024 3:22 PM,800020436,,20,14,1.2.2024 2:11 PM,,,H,,G,,,GH  ,1000263,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,0,,GN,,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768008257,,1.2.2024 2:40 PM,1.2.2024 3:25 PM,,19,1.2.2024 2:10 PM,AU_GEN_UPD_FD,,,1.2.2024 2:27 PM,1.2.2024 3:12 PM,800020465,,20,14,1.2.2024 2:10 PM,,,G,,A,,,SPL ,1000216,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000215,,GS,1.2.2024 2:32 PM,,,1,PND-ANK,,,,,2700,2700,,,,,0,,
,,768008257,,1.2.2024 2:40 PM,1.2.2024 3:25 PM,,21,1.2.2024 2:10 PM,AU_GEN_UPD_FD,,,1.2.2024 2:27 PM,1.2.2024 3:12 PM,800020466,,20,14,1.2.2024 2:10 PM,,,H,,G,,,SPL ,1000266,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,0,,GS,,,,,PND-ANK,,,,,2700,2700,,,,,,,
1.2.2024 10:16 AM,,768089384,,1.2.2024 9:56 AM,1.2.2024 10:06 AM,,14,1.2.2024 10:16 AM,lvapps7;1704186977147,,4,,,800104295,,75,,1.2.2024 10:16 AM,,,325 ,T08,,,,,,,,,,,,,,PTM,,1.2.2024 7:45 AM,,,,,,,,,1.2.2024 9:41 AM,,,9,,,,,,600,,,,,,,,
,,768089437,,1.2.2024 1:56 PM,1.2.2024 2:06 PM,,22,1.2.2024 1:44 PM,AUGEN;1704199497470,,1,,,800104365,,98,,1.2.2024 1:44 PM,,,161 ,,S,,,,,,,,,,,,,GMS,,,,,,,,,,,1.2.2024 1:44 PM,,,1,,,,,,600,,,,,,,,
1.2.2024 8:09 AM,1.2.2024 8:09 AM,768014893,,,,9,3,1.2.2024 8:09 AM,BIC;1704179375062,,4,,,800104523,,80,,1.2.2024 8:09 AM,,,,,205,LH ,,,120120,,,,,,,,,,ST,1.2.2024 6:30 AM,,,,,,,,SL_3709455,,S,,,,,200481,,,,,,,,,,,
1.2.2024 10:09 AM,,768089561,,1.2.2024 10:14 AM,1.2.2024 10:24 AM,,12,1.2.2024 10:09 AM,lvapps7;1704186586749,,0,,,800104525,,75,,1.2.2024 10:09 AM,,,210B,T01,,,,,,,,,,,,,,PTM,,1.2.2024 8:09 AM,,,,,,,,,1.2.2024 9:58 AM,,,3,,,,,,600,,,,,,,,
1.2.2024 10:09 AM,,768089563,,1.2.2024 10:14 AM,1.2.2024 10:24 AM,,12,1.2.2024 10:09 AM,lvapps7;1704186586749,,0,,,800104527,,75,,1.2.2024 10:09 AM,,,210B,T01,,,,,,,,,,,,,,PTM,,1.2.2024 8:09 AM,,,,,,,,,1.2.2024 9:58 AM,,,2,,,,,,600,,,,,,,,
