ATTBE,ATTEN,AUKEY,CBDFK,ETTBE,ETTEN,INDNR,LUPDN,LUPDT,LUPDV,LZUAU,MENGE,STTBE,STTEN,UAKEY,UAPIR,UASAA,UASAU,XUA,ZINFO,DFKEY,ORTFR,ORTTO,UAART,UAREE,FGKEY,UAABF,REKEY,SPREK,ATT30,ATT50,ATT55,ATT60,ATT70,ATT75,ATTER,UAAGE,EINHE,ATT20,QKB,SAA20,SAAOF,SKA,STT20,URK,RELFK,UAINF,ETT30,UAKSL,SPKEY,MENG2,CINFO,ATT40,STLIK,OKEYN,ABI,EBI,SBI,TOURK,EINH2,EINH3,EINH4,MENG3,MENG4,XCABA
,,768091902,,1.2.2024 2:24 PM,1.2.2024 2:34 PM,,7,1.2.2024 2:11 PM,AUGEN;1704201077019,,3,,,800107363,,50,,1.2.2024 2:11 PM,,,513S,T10,,,,,,,,,,,,,,PTM,,1.2.2024 12:29 PM,,,,,,,,,1.2.2024 2:11 PM,,,3,,,,,,600,,,,,,,,
,,768013442,,1.2.2024 1:19 PM,1.2.2024 2:04 PM,,6,1.2.2024 1:18 PM,LoadCalc,,,1.2.2024 1:02 PM,1.2.2024 1:47 PM,800026598,,10,10,1.2.2024 1:18 PM,,,,,A,,,SPL ,0,,,1.2.2024 1:18 PM,,,,,,,BAG,,,,45,,,,,1,1.2.2024 1:09 PM,,,0,PND-ANK,,,,,2700,2700,,,,,0,,
,,768091905,,1.2.2024 2:24 PM,1.2.2024 2:34 PM,,7,1.2.2024 2:11 PM,AUGEN;1704201077019,,0,,,800107366,,60,,1.2.2024 2:11 PM,,,513S,T10,,,,,,,,,,,,,,PTM,,1.2.2024 12:29 PM,,,,,,,,,1.2.2024 2:11 PM,,,2,,,,,,600,,,,,,,,
,,768091908,,1.2.2024 2:24 PM,1.2.2024 2:34 PM,,7,1.2.2024 2:11 PM,AUGEN;1704201077019,,6,,,800107369,,50,,1.2.2024 2:11 PM,,,513S,T10,,,,,,,,,,,,,,PTM,,1.2.2024 12:29 PM,,,,,,,,,1.2.2024 2:11 PM,,,5,,,,,,600,,,,,,,,
,,768092425,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,5,1.2.2024 1:58 PM,AUGEN;1704200338190,,2,,,800107935,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,2,,,,,,600,,,,,,,,
,,768092426,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,5,1.2.2024 1:58 PM,AUGEN;1704200338190,,4,,,800107936,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,3,,,,,,600,,,,,,,,
,,768092427,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,5,1.2.2024 1:58 PM,AUGEN;1704200338190,,3,,,800107937,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,2,,,,,,600,,,,,,,,
,,768092428,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,6,1.2.2024 1:58 PM,AUGEN;1704200338190,,15,,,800107938,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,16,,,,,,600,,,,,,,,
,,768013442,,1.2.2024 1:19 PM,1.2.2024 2:04 PM,,75,1.2.2024 2:00 PM,LoadCalc,,,1.2.2024 1:02 PM,1.2.2024 1:47 PM,800026599,,50,10,1.2.2024 2:00 PM,,,,,G,,,SPL ,0,,,1.2.2024 1:06 PM,,,,,,,,,,,45,,,,,1,,S,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768092429,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,6,1.2.2024 1:58 PM,AUGEN;1704200338190,,2,,,800107939,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,3,,,,,,600,,,,,,,,
,,768092430,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,6,1.2.2024 1:58 PM,AUGEN;1704200338190,,19,,,800107940,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,23,,,,,,600,,,,,,,,
,,768092438,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,5,1.2.2024 1:58 PM,AUGEN;1704200338190,,5,,,800107948,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,4,,,,,,600,,,,,,,,
,,768092439,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,5,1.2.2024 1:58 PM,AUGEN;1704200338190,,3,,,800107949,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,3,,,,,,600,,,,,,,,
,,768092440,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,5,1.2.2024 1:58 PM,AUGEN;1704200338190,,15,,,800107950,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,10,,,,,,600,,,,,,,,
,,768092441,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,6,1.2.2024 1:58 PM,AUGEN;1704200338190,,1,,,800107951,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,11,,,,,,600,,,,,,,,
,,768092442,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,5,1.2.2024 1:58 PM,AUGEN;1704200338190,,4,,,800107952,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,2,,,,,,600,,,,,,,,
,,768092443,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,6,1.2.2024 1:58 PM,AUGEN;1704200338190,,8,,,800107953,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,10,,,,,,600,,,,,,,,
,,768092431,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,6,1.2.2024 1:58 PM,AUGEN;1704200338190,,11,,,800107941,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,7,,,,,,600,,,,,,,,
,,768092432,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,6,1.2.2024 1:58 PM,AUGEN;1704200338190,,5,,,800107942,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,6,,,,,,600,,,,,,,,
,,768092456,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,3,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,2,,,800107966,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,2,,,,,,600,,,,,,,,
,,768092457,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,3,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,1,,,800107967,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,1,,,,,,600,,,,,,,,
,,768092458,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,3,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,1,,,800107968,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,1,,,,,,600,,,,,,,,
,,768092459,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,3,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,2,,,800107969,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,2,,,,,,600,,,,,,,,
,,768092433,,1.2.2024 2:57 PM,1.2.2024 3:07 PM,,5,1.2.2024 1:58 PM,AUGEN;1704200338190,,4,,,800107943,,50,,1.2.2024 1:58 PM,,,322 ,T12,,,,,,,,,,,,,,GMS,,1.2.2024 1:27 PM,,,,,,,,,1.2.2024 2:41 PM,,,4,,,,,,600,,,,,,,,
,,768092460,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,3,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,2,,,800107970,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,2,,,,,,600,,,,,,,,
,,768092461,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,4,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,1,,,800107971,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,2,,,,,,600,,,,,,,,
,,768092462,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,3,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,1,,,800107972,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,1,,,,,,600,,,,,,,,
,,768092463,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,4,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,1,,,800107973,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,5,,,,,,600,,,,,,,,
,,768092464,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,3,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,1,,,800107974,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,1,,,,,,600,,,,,,,,
,,768092465,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,4,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,5,,,800107975,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,7,,,,,,600,,,,,,,,
,,768092466,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,4,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,1,,,800107976,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,3,,,,,,600,,,,,,,,
,,768092467,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,3,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,2,,,800107977,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,2,,,,,,600,,,,,,,,
,,768092468,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,4,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,5,,,800107978,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,12,,,,,,600,,,,,,,,
,,768014147,,1.2.2024 5:31 PM,1.2.2024 5:41 PM,,6,1.2.2024 2:10 PM,AUGEN;1704201059538,,7,,,800027531,,20,,1.2.2024 2:10 PM,,,317A,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A13,1.2.2024 5:15 PM,,,24,,,,,,600,,,,,,,,
,,768014149,,1.2.2024 5:45 PM,1.2.2024 5:55 PM,,5,1.2.2024 11:21 AM,AUGEN;1704190861739,,25,,,800027533,,20,,1.2.2024 11:21 AM,,,212B,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A13,1.2.2024 5:30 PM,,,69,,,,,,600,,,,,,,,
,,768014150,,1.2.2024 5:45 PM,1.2.2024 5:55 PM,,8,1.2.2024 11:24 AM,DISPO:pc135471;1704191052886,,25,,,800027534,,30,,1.2.2024 11:24 AM,,,212B,T07,S,,,,,,1.2.2024 11:24 AM,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A13,1.2.2024 5:30 PM,,,69,,,,,,600,,,,,,,,
,,768014152,,1.2.2024 5:42 PM,1.2.2024 5:52 PM,,5,1.2.2024 11:24 AM,DISPO:pc135471;1704191058320,,39,,,800027536,,30,,1.2.2024 11:24 AM,,,345N,T10,S,,,,,,1.2.2024 11:24 AM,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A17,1.2.2024 5:30 PM,,,63,,,,,,600,,,,,,,,
,,768014171,,1.2.2024 6:24 PM,1.2.2024 6:34 PM,,1,1.1.2024 5:01 PM,AUGEN;1704124908370,,10,,,800027555,,20,,1.1.2024 5:01 PM,,,115A,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,,1.2.2024 6:05 PM,,,9,,,,,,600,,,,,,,,
,,768014146,,1.2.2024 5:30 PM,1.2.2024 5:40 PM,,5,1.2.2024 11:24 AM,DISPO:pc135471;1704191048167,,11,,,800027530,,30,,1.2.2024 11:24 AM,,,216 ,T05,S,,,,,,1.2.2024 11:24 AM,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A06,1.2.2024 5:15 PM,,,13,,,,,,600,,,,,,,,
,,768014175,,1.2.2024 6:23 PM,1.2.2024 6:33 PM,,4,1.2.2024 11:21 AM,AUGEN;1704190878617,,36,,,800027559,,20,,1.2.2024 11:21 AM,,,252B,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A13,1.2.2024 6:10 PM,,,47,,,,,,600,,,,,,,,
,,768014176,,1.2.2024 6:23 PM,1.2.2024 6:33 PM,,5,1.2.2024 11:35 AM,DISPO:pc135471;1704191743590,,36,,,800027560,,30,,1.2.2024 11:35 AM,,,252B,T07,S,,,,,,1.2.2024 11:35 AM,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A13,1.2.2024 6:10 PM,,,47,,,,,,600,,,,,,,,
,,768014177,,1.2.2024 6:22 PM,1.2.2024 6:32 PM,,4,1.2.2024 11:33 AM,AUGEN;1704191621336,,12,,,800027561,,20,,1.2.2024 11:33 AM,,,341N,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A18,1.2.2024 6:10 PM,,,54,,,,,,600,,,,,,,,
,,768014179,,1.2.2024 6:31 PM,1.2.2024 6:41 PM,,3,1.2.2024 11:14 AM,AUGEN;1704190490471,,28,,,800027563,,20,,1.2.2024 11:14 AM,,,215A,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A06,1.2.2024 6:15 PM,,,39,,,,,,600,,,,,,,,
,,768014181,,1.2.2024 6:27 PM,1.2.2024 6:37 PM,,4,1.2.2024 1:41 PM,AUGEN;1704199267586,,26,,,800027565,,20,,1.2.2024 1:41 PM,,,234 ,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A08,1.2.2024 6:15 PM,,,60,,,,,,600,,,,,,,,
,,768014184,,1.2.2024 6:33 PM,1.2.2024 6:43 PM,,4,1.2.2024 11:24 AM,DISPO:pc135471;1704191081214,,12,,,800027568,,30,,1.2.2024 11:24 AM,,,210B,T06,S,,,,,,1.2.2024 11:24 AM,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A05,1.2.2024 6:20 PM,,,31,,,,,,600,,,,,,,,
,,768092469,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,4,1.2.2024 1:42 PM,DISPO:pc135471;1704199330177,,4,,,800107979,,50,,1.2.2024 1:42 PM,,,514S,T10,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:36 PM,,,8,,,,,,600,,,,,,,,
,,768092483,,1.2.2024 3:09 PM,1.2.2024 3:19 PM,,2,1.2.2024 1:30 PM,AUGEN;1704198632214,,1,,,800107992,,20,,1.2.2024 1:30 PM,,,233 ,T06,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:54 PM,,,1,,,,,,600,,,,,,,,
,,768092484,,1.2.2024 3:09 PM,1.2.2024 3:19 PM,,3,1.2.2024 1:36 PM,AUGEN;1704198998040,,1,,,800107993,,20,,1.2.2024 1:36 PM,,,233 ,T06,,,,,,,,,,,,,,GMS,,1.2.2024 1:29 PM,,,,,,,,,1.2.2024 2:54 PM,,,3,,,,,,600,,,,,,,,
,,768092537,,1.2.2024 8:01 PM,1.2.2024 8:11 PM,,1,1.2.2024 1:35 PM,AUGEN;1704198940924,,9,,,800108064,,15,,1.2.2024 1:35 PM,,,113X,,S,,,,,,,,,,,,,PTM,,,,,,,,,,,1.2.2024 7:51 PM,,,9,,,,,,600,,,,,,,,
,,768092538,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,7,1.2.2024 1:55 PM,AUGEN;1704200134490,,0,,,800108065,,60,,1.2.2024 1:55 PM,,,346N,T11,,,,,,,,,,,,,,PTM,,1.2.2024 1:35 PM,,,,,,,,,1.2.2024 2:37 PM,,,4,,,,,,600,,,,,,,,
,,768092539,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,7,1.2.2024 1:55 PM,AUGEN;1704200134490,,0,,,800108066,,60,,1.2.2024 1:55 PM,,,346N,T11,,,,,,,,,,,,,,PTM,,1.2.2024 1:35 PM,,,,,,,,,1.2.2024 2:37 PM,,,1,,,,,,600,,,,,,,,
,,768092540,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,7,1.2.2024 1:55 PM,AUGEN;1704200134490,,0,,,800108067,,60,,1.2.2024 1:55 PM,,,346N,T11,,,,,,,,,,,,,,PTM,,1.2.2024 1:35 PM,,,,,,,,,1.2.2024 2:37 PM,,,1,,,,,,600,,,,,,,,
,,768092541,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,7,1.2.2024 1:55 PM,AUGEN;1704200134490,,0,,,800108068,,60,,1.2.2024 1:55 PM,,,346N,T11,,,,,,,,,,,,,,PTM,,1.2.2024 1:35 PM,,,,,,,,,1.2.2024 2:37 PM,,,1,,,,,,600,,,,,,,,
,,768092542,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,7,1.2.2024 1:55 PM,AUGEN;1704200134490,,0,,,800108069,,60,,1.2.2024 1:55 PM,,,346N,T11,,,,,,,,,,,,,,PTM,,1.2.2024 1:35 PM,,,,,,,,,1.2.2024 2:37 PM,,,2,,,,,,600,,,,,,,,
,,768092543,,1.2.2024 2:49 PM,1.2.2024 2:59 PM,,7,1.2.2024 1:55 PM,AUGEN;1704200134490,,0,,,800108070,,60,,1.2.2024 1:55 PM,,,346N,T11,,,,,,,,,,,,,,PTM,,1.2.2024 1:35 PM,,,,,,,,,1.2.2024 2:37 PM,,,1,,,,,,600,,,,,,,,
,,768092575,,1.2.2024 3:45 PM,1.2.2024 3:55 PM,,2,1.2.2024 1:37 PM,AUGEN;1704199079436,,5,,,800108105,,20,,1.2.2024 1:37 PM,,,224B,T05,,,,,,,,,,,,,,GMS,,1.2.2024 1:37 PM,,,,,,,,,1.2.2024 3:32 PM,,,2,,,,,,600,,,,,,,,
,,768092577,,1.2.2024 3:45 PM,1.2.2024 3:55 PM,,2,1.2.2024 1:37 PM,AUGEN;1704199079436,,1,,,800108107,,20,,1.2.2024 1:37 PM,,,224B,T05,,,,,,,,,,,,,,GMS,,1.2.2024 1:37 PM,,,,,,,,,1.2.2024 3:32 PM,,,1,,,,,,600,,,,,,,,
,,768014114,,1.2.2024 3:08 PM,1.2.2024 3:18 PM,,11,1.2.2024 1:55 PM,AUGEN;1704200150756,,79,,,800027499,,20,,1.2.2024 1:55 PM,,,311 ,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A15,1.2.2024 2:53 PM,,,147,,,,,,600,,,,,,,,
,,768013505,,1.2.2024 6:45 PM,1.2.2024 7:30 PM,,1,1.1.2024 4:27 PM,AU_GEN_UPD_FD,,,1.2.2024 6:32 PM,1.2.2024 7:17 PM,800026724,,10,10,1.1.2024 4:27 PM,,,,,A,,,GH  ,0,,,,,,,,,,BAG,,,,45,,,,,1,1.2.2024 6:35 PM,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768013505,,1.2.2024 6:45 PM,1.2.2024 7:30 PM,,1,1.1.2024 4:27 PM,AU_GEN_UPD_FD,,,1.2.2024 6:32 PM,1.2.2024 7:17 PM,800026725,,10,10,1.1.2024 4:27 PM,,,,,G,,,GH  ,0,,,,,,,,,,,,,,45,,,,,1,,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768013506,,1.2.2024 6:48 PM,1.2.2024 7:33 PM,,7,1.2.2024 11:15 AM,airport.de,,,1.2.2024 6:37 PM,1.2.2024 7:22 PM,800026726,,20,14,1.2.2024 11:15 AM,,,H,,A,,,SPL ,1000201,,,1.2.2024 9:07 AM,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000202,,2,1.2.2024 6:40 PM,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768013506,,1.2.2024 6:48 PM,1.2.2024 7:33 PM,,13,1.2.2024 11:15 AM,GFA_Tx,,,1.2.2024 6:37 PM,1.2.2024 7:22 PM,800026727,,20,14,1.2.2024 11:15 AM,,,H,S11,G,,,SPL ,1000256,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,0,,2,,S,,,PND-ANK,,,,,2700,2700,,,,,1,,
,,768013508,,1.2.2024 6:48 PM,1.2.2024 7:33 PM,,13,1.2.2024 12:11 PM,AU_GEN_UPD_FD,,,1.2.2024 6:37 PM,1.2.2024 7:22 PM,800026730,,20,14,1.2.2024 12:11 PM,,,G,,A,,,GH  ,1000211,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000212,,GN,1.2.2024 6:40 PM,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768013508,,1.2.2024 6:48 PM,1.2.2024 7:33 PM,,15,1.2.2024 12:11 PM,AU_GEN_UPD_FD,,,1.2.2024 6:37 PM,1.2.2024 7:22 PM,800026731,,20,14,1.2.2024 12:11 PM,,,H,,G,,,GH  ,1000271,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,0,,GN,,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768013537,,1.2.2024 8:49 PM,1.2.2024 9:34 PM,,8,1.2.2024 11:21 AM,airport.de,,,1.2.2024 8:37 PM,1.2.2024 9:22 PM,800026788,,20,14,1.2.2024 11:21 AM,,,G,,A,,,GH  ,1000211,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000215,,GS,1.2.2024 8:40 PM,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768013537,,1.2.2024 8:49 PM,1.2.2024 9:34 PM,,10,1.2.2024 11:17 AM,GFA_Tx,,,1.2.2024 8:37 PM,1.2.2024 9:22 PM,800026789,,20,14,1.2.2024 11:17 AM,,,H,,G,,,GH  ,1000266,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,0,,GS,,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768013541,,1.2.2024 9:03 PM,1.2.2024 9:48 PM,,6,1.2.2024 11:18 AM,airport.de,,,1.2.2024 8:52 PM,1.2.2024 9:37 PM,800026796,,20,14,1.2.2024 11:18 AM,,,H,,A,,,GH  ,1000204,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000204,,2,1.2.2024 8:55 PM,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768013541,,1.2.2024 9:03 PM,1.2.2024 9:48 PM,,9,1.2.2024 11:18 AM,GFA_Tx,,,1.2.2024 8:52 PM,1.2.2024 9:37 PM,800026797,,20,14,1.2.2024 11:18 AM,,,H,,G,,,GH  ,1000262,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,0,,2,,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768013546,,1.2.2024 9:28 PM,1.2.2024 10:13 PM,,7,1.2.2024 11:38 AM,AU_GEN_UPD_FD,,,1.2.2024 9:17 PM,1.2.2024 10:02 PM,800026806,,20,14,1.2.2024 11:38 AM,,,G,,A,,,SPL ,1000215,,,,,,,,,,BAG,1.1.2024 6:29 PM,,,45,,,1000204,,GS,1.2.2024 9:20 PM,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768013546,,1.2.2024 9:28 PM,1.2.2024 10:13 PM,,12,1.2.2024 11:38 AM,AU_GEN_UPD_FD,,,1.2.2024 9:17 PM,1.2.2024 10:02 PM,800026807,,20,14,1.2.2024 11:38 AM,,,H,,G,,,SPL ,1000265,,,,,,,,,,,1.1.2024 6:29 PM,,,45,,,1000271,,GS,,,,,PND-ANK,,,,,2700,2700,,,,,,,
,,768014138,,1.2.2024 5:13 PM,1.2.2024 5:23 PM,,6,1.2.2024 1:54 PM,AUGEN;1704200055072,,13,,,800027522,,20,,1.2.2024 1:54 PM,,,313 ,T07,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A13,1.2.2024 4:58 PM,,,36,,,,,,600,,,,,,,,
,,768014139,,1.2.2024 5:15 PM,1.2.2024 5:25 PM,,2,1.2.2024 11:08 AM,AUGEN;1704190129033,,28,,,800027523,,20,,1.2.2024 11:08 AM,,,223A,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A05,1.2.2024 5:00 PM,,,55,,,,,,600,,,,,,,,
,,768014140,,1.2.2024 5:15 PM,1.2.2024 5:25 PM,,2,1.2.2024 11:08 AM,AUGEN;1704190129033,,28,,,800027524,,20,,1.2.2024 11:08 AM,,,223A,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,A05,1.2.2024 5:00 PM,,,55,,,,,,600,,,,,,,,
,,768014141,,1.2.2024 5:09 PM,1.2.2024 5:19 PM,,2,1.2.2024 1:48 PM,AUGEN;1704199738679,,2,,,800027525,,20,,1.2.2024 1:48 PM,,,116 ,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,,1.2.2024 4:53 PM,,,2,,,,,,600,,,,,,,,
,,768014143,,1.2.2024 5:27 PM,1.2.2024 5:37 PM,,1,1.1.2024 5:01 PM,AUGEN;1704124899543,,47,,,800027527,,20,,1.1.2024 5:01 PM,,,119 ,,S,,,,,,,,,,,,,STAT,,1.1.2024 5:01 PM,,,,,,,,,1.2.2024 5:10 PM,,,67,,,,,,600,,,,,,,,
