ATTBE,ATTEN,AUAGE,AUKEY,AUKNL,AUKNS,AUPIR,AUSAA,AUSAU,DISPO,EINHE,ETTBE,ETTEN,FGKEY,JTP,KEYLK,KEYLE,KEYLF,LUPDN,LUPDT,LUPDV,MENGE,ORTFR,ORTTO,STTBE,STTEN,UAZAK,UAZPL,XAU,ZINFO,DIB,PLKEY,AUDAT,AUABF,ATT20,RELFK,CINFO,FDAEN,FLAGS,MITAR,MAD,STLIK,PKART,PKL,PKLAS,PKLEA,PKNAM,PLE,EINH2,EINH3,EINH4,MENG2,MENG3,MENG4
1.2.2024 8:27 AM,1.2.2024 8:50 AM,LH ,768086580,,571620,,85,,PUMA2,,,,4151899,PUSH,,,,10,1.2.2024 8:32 AM,PTSS,5,302B,,1.2.2024 8:33 AM,1.2.2024 8:38 AM,1,,1.2.2024 8:51 AM,,2,,1.2.2024,,1.2.2024 8:20 AM,,,E, ,,,,,,,,,,,,,,,
1.2.2024 10:51 AM,,AHS,768086581,,570972,,60,,PUMA2,,,,4151900,PUSH,,,,9,,PTSS,4,119 ,,1.2.2024 10:48 AM,1.2.2024 10:53 AM,1,,1.2.2024 11:01 AM,,1,,1.2.2024,,1.2.2024 10:35 AM,,,S, ,,,,,,,,,,,,,,,
,,AHS,768086582,,570974,,10,,PUMA2,,,,4151901,PUSH,,,,0,1.1.2024 4:30 PM,BESTAND,0,116 ,,1.2.2024 3:18 PM,1.2.2024 3:23 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 3:05 PM,,,V, ,,,,,,,,,,,,,,,
,,AHS,768086583,,570976,,10,,PUMA2,,,,4151902,PUSH,,,,0,1.1.2024 4:31 PM,BESTAND,0,116 ,,1.2.2024 5:48 PM,1.2.2024 5:53 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 5:35 PM,,,V, ,,,,,,,,,,,,,,,
1.2.2024 8:47 AM,1.2.2024 9:18 AM,LH ,768086584,,572445,,85,,PUMA2,,,,4151904,PUSH,,,,8,,PTSS,5,215A,,1.2.2024 8:53 AM,1.2.2024 8:58 AM,1,,1.2.2024 9:18 AM,,2,,1.2.2024,,1.2.2024 8:40 AM,,,E, ,,,,,,,,,,,,,,,
,,LH ,768086585,,572446,,10,,PUMA2,,,,4151906,PUSH,,,,0,1.1.2024 2:58 PM,BESTAND,0,214 ,,1.2.2024 1:38 PM,1.2.2024 1:43 PM,0,,1.2.2024 1:05 AM,,2,,1.2.2024,,1.2.2024 1:25 PM,,,V, ,,,,,,,,,,,,,,,
,,SWP,768086586,,571002,,10,,PUMA2,,,,4151907,PUSH,,,,0,1.1.2024 4:31 PM,BESTAND,0,117B,,1.2.2024 6:33 PM,1.2.2024 6:38 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 6:20 PM,,,V, ,,,,,,,,,,,,,,,
,,LH ,768086587,,595232,,10,,PUMA2,,,,4151908,PUSH,,,,0,1.1.2024 12:35 PM,BESTAND,0,355A,,1.2.2024 2:53 PM,1.2.2024 2:58 PM,0,,1.2.2024 1:05 AM,,2,,1.2.2024,,1.2.2024 2:40 PM,,,V, ,,,,,,,,,,,,,,,
,,,768013187,,571431,,98,20,PND-ABF,BAG,1.2.2024 9:20 AM,1.2.2024 11:05 AM,,PNDAB,,,1148208228,17,1.1.2024 6:57 PM,PND-ABF,38,,BN,1.2.2024 11:05 AM,1.2.2024 11:05 AM,1,,1.1.2024 6:57 PM,LO#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#1#1#1#1#1#1#1#1#0#0#0#0#0#0#0#0#0#0#0#0#TR#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#2#2#2#2#2#2#2#1#1#1#1#1#1#1#1#1#1#1#1#1#0#SP#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,H,0,1.2.2024,,1.1.2024 3:57 PM,,LH 1636 20240102110500S,N,,,,,,,,,,,,,,,0,
,,LH ,768086588,,571439,,10,,PUMA2,,,,4151909,PUSH,,,,0,1.1.2024 2:06 PM,BESTAND,0,247 ,,1.2.2024 8:53 PM,1.2.2024 8:58 PM,0,,1.2.2024 1:05 AM,,2,,1.2.2024,,1.2.2024 8:40 PM,,,V, ,,,,,,,,,,,,,,,
1.2.2024 10:49 AM,,AER,768086589,,571005,,50,,PUMA2,,,,4151910,PUSH,,,,6,,PTSS,2,117B,,1.2.2024 10:58 AM,1.2.2024 11:03 AM,1,,1.2.2024 10:53 AM,,1,,1.2.2024,,1.2.2024 10:45 AM,,,O, ,,,,,,,,,,,,,,,
,,LH ,768086590,,571463,,10,,PUMA2,,,,4151911,PUSH,,,,0,1.1.2024 12:35 PM,BESTAND,0,371B,,1.2.2024 11:23 AM,1.2.2024 11:28 AM,0,,1.2.2024 1:05 AM,,2,,1.2.2024,,1.2.2024 11:10 AM,,,V, ,,,,,,,,,,,,,,,
1.2.2024 6:47 AM,1.2.2024 7:04 AM,LH ,768086591,,572455,,85,,PUMA2,,,,4151912,PUSH,,,,8,1.2.2024 6:51 AM,PTSS,5,308 ,,1.2.2024 6:53 AM,1.2.2024 6:58 AM,1,,1.2.2024 7:04 AM,,2,,1.2.2024,,1.2.2024 6:40 AM,,,E, ,,,,,,,,,,,,,,,
1.2.2024 10:16 AM,1.2.2024 10:51 AM,SWP,768086592,,571000,,85,,PUMA2,,,,4151913,PUSH,,,,12,1.2.2024 10:19 AM,PTSS,5,116 ,,1.2.2024 10:23 AM,1.2.2024 10:28 AM,1,,1.2.2024 10:51 AM,,1,,1.2.2024,,1.2.2024 10:10 AM,,,E, ,,,,,,,,,,,,,,,
,,SWP,768086593,,571018,,10,,PUMA2,,,,4151914,PUSH,,,,0,1.1.2024 12:35 PM,BESTAND,0,111 ,,1.2.2024 8:28 PM,1.2.2024 8:33 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 8:15 PM,,,V, ,,,,,,,,,,,,,,,
,,Waechter,768089230,571419,,,20,,PND-ANK,,,,,WARN,,,,0,1.2.2024 7:35 AM,Waechter,3,GN,,1.2.2024 7:35 AM,,0,,1.2.2024 7:35 AM,Späte Auslieferung Lokalgepäck,I,,1.2.2024 7:35 AM,,1.2.2024 7:35 AM,,,,,,,,,,,,,,,,,,,
1.2.2024 8:15 AM,1.2.2024 8:17 AM,VLM,768089258,,571503,,80,,FUCHS2,,1.2.2024 8:14 AM,1.2.2024 8:20 AM,240000,FUFSTA,,,,26,1.2.2024 8:17 AM,VLM;1704179822215,,216 ,,1.2.2024 8:01 AM,1.2.2024 9:10 AM,1,,1.2.2024 8:17 AM,,1,,1.2.2024 9:30 AM,,,,rt,,DAIUA ,,,,,,,,,,,,,,,
,,STAT,768008269,571551,,M,20,20,PND-ANK,BAG,1.2.2024 2:43 PM,1.2.2024 3:28 PM,,PNDAN,,3641349319,1148285860,18,1.2.2024 11:01 AM,airport.de,5,GS,BN,1.2.2024 2:32 PM,1.2.2024 3:17 PM,2,10,1.2.2024 11:01 AM,,I,,1.2.2024 2:25 PM,,1.1.2024 6:29 PM,,LH 2339 20240102142500L,,,S,,,T11,,,,,,BAG,,,10,,
1.2.2024 7:41 AM,1.2.2024 8:24 AM,,768089318,,572466,,80,,BAGTR,,,,,GPO,,,,16,1.2.2024 8:24 AM,PND-GF,,,205B,1.2.2024 7:41 AM,1.2.2024 7:48 AM,4,,1.2.2024 8:24 AM,,,,1.2.2024 7:41 AM,,,,,,,,GH,,,,,,,,,,,,,
,,Waechter,768089322,571579,,,20,,PND-ANK,,,,,WARN,,,,0,1.2.2024 7:41 AM,Waechter,3,2S,,1.2.2024 7:41 AM,,0,,1.2.2024 7:41 AM,Späte Auslieferung Lokalgepäck,I,,1.2.2024 7:41 AM,,1.2.2024 7:41 AM,,,,,,,,,,,,,,,,,,,
,,Waechter,768089323,571115,,,20,,PND-ANK,,,,,WARN,,,,0,1.2.2024 7:41 AM,Waechter,3,GS,,1.2.2024 7:41 AM,,0,,1.2.2024 7:41 AM,Späte Auslieferung Lokalgepäck,I,,1.2.2024 7:41 AM,,1.2.2024 7:41 AM,,,,,,,,,,,,,,,,,,,
1.2.2024 7:42 AM,1.2.2024 7:58 AM,,768089327,571349,,,80,,BAGTR,,,,,GPI,,,,8,1.2.2024 7:58 AM,COBRA-GF,,251B,,1.2.2024 7:34 AM,1.2.2024 7:47 AM,2,,1.2.2024 7:58 AM,,,,1.2.2024 7:34 AM,,1.2.2024 7:42 AM,,,,,,GH,,,,,,,,,,,,,
1.2.2024 7:43 AM,1.2.2024 8:19 AM,FALKE,768089328,,572450,,80,,OPTIBUS,PAX,1.2.2024 7:45 AM,1.2.2024 7:55 AM,,BUSCRW,,,,9,1.2.2024 8:19 AM,D467799762,,SFOC,341N,1.2.2024 7:45 AM,1.2.2024 7:55 AM,1,1,1.2.2024 8:19 AM,BEM:,6,,1.2.2024,,1.2.2024 7:42 AM,,,,,,GH,,,,,,,,,,,,,
1.2.2024 8:40 AM,1.2.2024 8:46 AM,VLM,768089404,,572031,,80,,FUCHS2,,1.2.2024 8:41 AM,1.2.2024 8:49 AM,480000,FUFSTA,,,,21,1.2.2024 8:47 AM,VLM;1704181622396,,204A,,1.2.2024 8:11 AM,1.2.2024 9:15 AM,1,,1.2.2024 8:47 AM,"Safety Info beachten 3 Stops   Pylone   Einweiser, PSA tragen, Bremskl@tze hinten links",1,,1.2.2024 9:20 AM,,,,tr,,68061 ,,,,,,,,,,,,,,,
,,Waechter,768089405,571107,,,20,,PND-ANK,,,,,WARN,,,,0,1.2.2024 7:49 AM,Waechter,3,GS,,1.2.2024 7:49 AM,,0,,1.2.2024 7:49 AM,Späte Auslieferung Lokalgepäck,I,,1.2.2024 7:49 AM,,1.2.2024 7:49 AM,,,,,,,,,,,,,,,,,,,
1.2.2024 8:08 AM,1.2.2024 8:29 AM,RCH-MAN   ,768089411,,,,80,,OPTIBUS,,1.2.2024 8:13 AM,1.2.2024 8:28 AM,,BUSSER,,,,14,1.2.2024 8:29 AM,D304805985,0,FOC             ,H4              ,1.2.2024 8:13 AM,1.2.2024 8:28 AM,1,1,1.2.2024 8:29 AM,FLAG: ;G:               ;S:J;BEM:PU 0825 EINMALIG                        ;A:W;Zone:I;Nr:,6,,1.2.2024,,1.2.2024 7:50 AM,,FT, ,,,GH,,,,,,,,,,,,,
1.2.2024 7:53 AM,1.2.2024 8:25 AM,START,768089413,,572469,,80,,OPTIBUS,PAX,1.2.2024 7:54 AM,1.2.2024 8:27 AM,927135,BUSPAX,,,1148272072,22,1.2.2024 8:25 AM,D029803432,172,H39,325 ,1.2.2024 7:54 AM,1.2.2024 8:09 AM,3,3,1.2.2024 8:25 AM,BEM:Folgebusverfahren,5,,1.2.2024,,1.2.2024 7:51 AM,,,,,,GH,,,,,,,,,,,,,
1.2.2024 7:58 AM,1.2.2024 8:11 AM,FALKE,768089455,,572444,,80,,OPTIBUS,PAX,1.2.2024 7:58 AM,1.2.2024 8:08 AM,,BUSCRW,,,,8,1.2.2024 8:11 AM,D033794881,,SFOC,246 ,1.2.2024 7:58 AM,1.2.2024 8:08 AM,1,1,1.2.2024 8:11 AM,BEM:,6,,1.2.2024,,1.2.2024 7:55 AM,,,,,,GH,,,,,,,,,,,,,
1.2.2024 8:05 AM,1.2.2024 9:50 AM,,768013193,,571445,,80,20,PND-ABF,BAG,1.2.2024 8:05 AM,1.2.2024 9:50 AM,,PNDAB,,,1148287288,74,1.2.2024 9:50 AM,GFA_Tx,53,,BN,1.2.2024 9:50 AM,1.2.2024 9:50 AM,1,,1.2.2024 9:50 AM,LO#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#3#2#2#2#2#2#1#1#1#1#1#0#0#0#0#0#0#0#0#0#0#TR#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#3#2#2#2#2#2#2#2#2#2#2#1#2#2#2#2#1#1#1#1#1#SP#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,H,0,1.2.2024,,1.1.2024 3:57 PM,,LH 2060 20240102095000S,,,,,,,,,,,,,,,79,73,
,,,768013211,,571482,,30,20,PND-ABF,BAG,1.2.2024 1:10 PM,1.2.2024 2:55 PM,,PNDAB,,,1148270870,25,1.2.2024 7:42 AM,LOADCALC,37,,BN,1.2.2024 2:55 PM,1.2.2024 2:55 PM,1,,1.2.2024 7:42 AM,LO#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#1#1#1#1#1#1#1#1#0#0#0#0#0#0#0#0#0#0#0#0#TR#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#2#2#2#2#2#2#2#1#1#1#1#1#1#1#1#1#1#1#1#1#0#SP#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,G,0,1.2.2024,,1.1.2024 4:01 PM,,LH 2126 20240102145500S,,,,,,,,,,,,,,,,0,
,,,768013217,,571494,,30,20,PND-ABF,BAG,1.2.2024 8:30 PM,1.2.2024 10:15 PM,,PNDAB,,,1148256058,14,1.2.2024 2:45 AM,LOADCALC,54,,BN,1.2.2024 10:15 PM,1.2.2024 10:15 PM,1,,1.2.2024 2:45 AM,LO#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#3#2#2#2#2#2#1#1#1#1#1#0#0#0#0#0#0#0#0#0#0#TR#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#3#2#2#2#2#2#2#2#2#2#2#1#2#2#2#2#1#1#1#1#1#SP#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,G,0,1.2.2024,,1.1.2024 4:01 PM,,LH 1624 20240102221500S,,,,,,,,,,,,,,,,0,
,,,768013219,,571498,,20,20,PND-ABF,BAG,1.2.2024 3:50 PM,1.2.2024 5:35 PM,,PNDAB,,,1148208094,9,1.2.2024,LOADCALC,56,,BN,1.2.2024 5:35 PM,1.2.2024 5:35 PM,1,,1.2.2024,LO#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#3#2#2#2#2#2#1#1#1#1#1#0#0#0#0#0#0#0#0#0#0#TR#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#3#2#2#2#2#2#2#2#2#2#2#1#2#2#2#2#1#1#1#1#1#SP#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,H,0,1.2.2024,,1.1.2024 3:57 PM,,LH 2272 20240102173500S,,,,,,,,,,,,,,,,0,
,,STAT,768008293,571390,,M,20,20,PND-ANK,BAG,1.2.2024 2:55 PM,1.2.2024 3:40 PM,,PNDAN,,3641629396,1148291576,15,1.2.2024 10:59 AM,airport.de,0,2N,CN,1.2.2024 2:42 PM,1.2.2024 3:27 PM,2,10,1.2.2024 10:59 AM,,I,,1.2.2024 2:35 PM,,1.1.2024 6:29 PM,,LH 1843 20240102143500L,,,N,,,T01,,,,,,BAG,,,10,,
,,STAT,768008273,571305,,M,20,20,PND-ANK,BAG,1.2.2024 3:18 PM,1.2.2024 3:18 PM,,PNDAN,,3641629389,1148292076,35,1.2.2024 10:59 AM,airport.de,9,2S,BN,1.2.2024 3:07 PM,1.2.2024 3:52 PM,2,10,1.2.2024 10:59 AM,,I,,1.2.2024 3:00 PM,,1.1.2024 6:29 PM,,LH 1613 20240102150000L,,,S,,,T04,,,,,,BAG,,,10,,
1.2.2024 6:50 AM,,PTM,768008696,571287,,,75,,MAUSGEP,,1.2.2024 6:46 AM,1.2.2024 6:56 AM,,TSUMME,,3641389596,0,42,1.2.2024 7:20 AM,LoadCalc,204,,T08,1.2.2024 6:30 AM,1.2.2024 6:40 AM,1,,1.2.2024 7:20 AM,,G,,1.2.2024 6:30 AM,,,,307,,,21,GH  ,,,,,,,,,,,,41,193
,,POE-FAF,768086410,571438,,,10,,OPTIBUS,,1.2.2024 5:18 PM,1.2.2024 5:33 PM,,BUSCRW,,,,0,1.2.2024 1:02 AM,POE-FAF,1,317A,FOC,1.2.2024 5:18 PM,1.2.2024 5:33 PM,1,1,1.2.2024 1:02 AM,,6,,1.2.2024 5:15 PM,,,,,,,,,,,,,,,,,,,,,
1.2.2024 6:50 AM,,GMS,768008694,571287,571271,,75,,MAUSGEP,,1.2.2024 6:46 AM,1.2.2024 6:56 AM,0,TRANS,,3641387511,,30,1.2.2024 6:50 AM,lvapps7;1704174645246,8,245 ,T08,1.2.2024 6:30 AM,1.2.2024 6:40 AM,1,,1.2.2024 6:50 AM,,G,,1.2.2024 6:30 AM,,1.1.2024 6:31 AM,,8,,,,GH  ,,,,,,,,,,,,0,
,,PTM,768008695,571287,,,60,,MAUSGEP,,1.2.2024 6:46 AM,1.2.2024 6:56 AM,,SUMME,,3641389596,1148256034,71,1.2.2024 7:20 AM,LoadCalc,204,,T08,1.2.2024 6:30 AM,1.2.2024 6:40 AM,1,,1.2.2024 7:20 AM,,G,,1.2.2024 6:30 AM,,,,307,,,21,GH  ,,,,,,,,,,,,,193
,,POE-FAF,768086411,571070,,,10,,OPTIBUS,,1.2.2024 4:13 PM,1.2.2024 4:23 PM,,BUSCRW,,,,0,1.2.2024 1:02 AM,POE-FAF,1,111 ,MCN,1.2.2024 4:13 PM,1.2.2024 4:23 PM,1,1,1.2.2024 1:02 AM,,2,,1.2.2024 4:10 PM,,,,,,,,,,,,,,,,,,,,,
,,POE-FAF,768086412,571073,,,10,,OPTIBUS,,1.2.2024 6:18 PM,1.2.2024 6:28 PM,,BUSCRW,,,,0,1.2.2024 1:02 AM,POE-FAF,1,121 ,MCS,1.2.2024 6:18 PM,1.2.2024 6:28 PM,1,1,1.2.2024 1:02 AM,,2,,1.2.2024 6:15 PM,,,,,,,,,,,,,,,,,,,,,
,,AER,768086528,,571832,,10,,PUMA2,,,,4151843,PUSH,,,,0,1.1.2024 3:59 PM,BESTAND,0,188 ,,1.2.2024 11:33 AM,1.2.2024 11:38 AM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 11:20 AM,,,V, ,,,,,,,,,,,,,,,
,,DHL,768086529,,571849,,10,,PUMA2,,,,4151844,PUSH,,,,0,1.1.2024 12:34 PM,BESTAND,0,902 ,,1.2.2024 10:23 PM,1.2.2024 10:28 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 10:10 PM,,,V, ,,,,,,,,,,,,,,,
,,DHL,768086530,,571851,,10,,PUMA2,,,,4151845,PUSH,,,,0,1.1.2024 12:34 PM,BESTAND,0,901 ,,1.2.2024 10:13 PM,1.2.2024 10:18 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 10:00 PM,,,V, ,,,,,,,,,,,,,,,
,,AER,768086531,,571843,,10,,PUMA2,,,,4151846,PUSH,,,,0,1.1.2024 12:34 PM,BESTAND,0,110 ,,1.2.2024 3:33 PM,1.2.2024 3:38 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 3:20 PM,,,V, ,,,,,,,,,,,,,,,
,,AER,768086526,,571834,,10,,PUMA2,,,,4151841,PUSH,,,,0,1.1.2024 3:59 PM,BESTAND,0,188 ,,1.2.2024 2:28 PM,1.2.2024 2:33 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 2:15 PM,,,V, ,,,,,,,,,,,,,,,
,1.2.2024 8:51 AM,AER,768086532,,571845,,85,,PUMA2,,,,4151847,PUSH,,,,8,1.2.2024 8:41 AM,PTSS,5,110 ,,1.2.2024 8:53 AM,1.2.2024 8:58 AM,1,,1.2.2024 8:51 AM,,1,,1.2.2024,,1.2.2024 8:40 AM,,,E, ,,,,,,,,,,,,,,,
1.2.2024 7:41 AM,1.2.2024 8:07 AM,AHS,768086533,,571881,,85,,PUMA2,,,,4151848,PUSH,,,,14,1.2.2024 7:52 AM,PTSS,5,112 ,,1.2.2024 7:53 AM,1.2.2024 7:58 AM,1,,1.2.2024 8:07 AM,,1,,1.2.2024,,1.2.2024 7:40 AM,,,E, ,,,,,,,,,,,,,,,
1.2.2024 8:39 AM,1.2.2024 9:01 AM,LH ,768086534,,571884,,85,,PUMA2,,,,4151849,PUSH,,,,8,1.2.2024 8:42 AM,PTSS,5,318B,,1.2.2024 8:48 AM,1.2.2024 8:53 AM,1,,1.2.2024 9:01 AM,,2,,1.2.2024,,1.2.2024 8:35 AM,,,E, ,,,,,,,,,,,,,,,
,,LH ,768086535,,571886,,10,,PUMA2,,,,4151850,PUSH,,,,0,1.1.2024 12:34 PM,BESTAND,0,214 ,,1.2.2024 3:58 PM,1.2.2024 4:03 PM,0,,1.2.2024 1:05 AM,,2,,1.2.2024,,1.2.2024 3:45 PM,,,V, ,,,,,,,,,,,,,,,
,,LH ,768086536,,571888,,10,,PUMA2,,,,4151851,PUSH,,,,0,1.1.2024 2:22 PM,BESTAND,0,251B,,1.2.2024 9:08 PM,1.2.2024 9:13 PM,0,,1.2.2024 1:05 AM,,2,,1.2.2024,,1.2.2024 8:55 PM,,,V, ,,,,,,,,,,,,,,,
,,LH ,768086537,,571900,,10,,PUMA2,,,,4151852,PUSH,,,,0,1.1.2024 12:34 PM,BESTAND,0,216 ,,1.2.2024 11:58 AM,1.2.2024 12:03 PM,0,,1.2.2024 1:05 AM,,2,,1.2.2024,,1.2.2024 11:45 AM,,,V, ,,,,,,,,,,,,,,,
1.2.2024 5:35 AM,1.2.2024 6:00 AM,XH ,768086538,,571936,,85,,PUMA2,,,,4151853,PUSH,,,,14,1.2.2024 5:51 AM,PTSS,5,905 ,,1.2.2024 5:48 AM,1.2.2024 5:53 AM,1,,1.2.2024 6:00 AM,,1,,1.2.2024,,1.2.2024 5:35 AM,,,E, ,,,,,,,,,,,,,,,
,,XH ,768086539,,571938,,10,,PUMA2,,,,4151854,PUSH,,,,0,1.1.2024 12:34 PM,BESTAND,0,905 ,,1.2.2024 10:48 PM,1.2.2024 10:53 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 10:35 PM,,,V, ,,,,,,,,,,,,,,,
,,AER,768086540,,571940,,10,,PUMA2,,,,4151855,PUSH,,,,0,1.1.2024 3:59 PM,BESTAND,0,161 ,,1.2.2024 2:53 PM,1.2.2024 2:58 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 2:40 PM,,,V, ,,,,,,,,,,,,,,,
,,LH ,768086541,,571942,,10,,PUMA2,,,,4151856,PUSH,,,,0,1.2.2024,BESTAND,0,212B,,1.2.2024 1:28 PM,1.2.2024 1:33 PM,0,,1.2.2024 1:05 AM,,2,,1.2.2024,,1.2.2024 1:15 PM,,,V, ,,,,,,,,,,,,,,,
,,AER,768086527,,571836,,10,,PUMA2,,,,4151842,PUSH,,,,0,1.1.2024 3:59 PM,BESTAND,0,188 ,,1.2.2024 3:58 PM,1.2.2024 4:03 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 3:45 PM,,,V, ,,,,,,,,,,,,,,,
,,AER,768086542,,571962,,10,,PUMA2,,,,4151857,PUSH,,,,0,1.1.2024 3:59 PM,BESTAND,0,115A,,1.2.2024 1:38 PM,1.2.2024 1:43 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 1:25 PM,,,V, ,,,,,,,,,,,,,,,
,,SWP,768086543,,571965,,10,,PUMA2,,,,4151858,PUSH,,,,0,1.1.2024 2:08 PM,BESTAND,0,212B,,1.2.2024 12:43 PM,1.2.2024 12:48 PM,0,,1.2.2024 1:05 AM,,2,,1.2.2024,,1.2.2024 12:30 PM,,,V, ,,,,,,,,,,,,,,,
,,SWP,768086544,,571967,,10,,PUMA2,,,,4151859,PUSH,,,,0,1.1.2024 6:55 PM,BESTAND,0,215A,,1.2.2024 5:23 PM,1.2.2024 5:28 PM,0,,1.2.2024 1:05 AM,,2,,1.2.2024,,1.2.2024 5:10 PM,,,V, ,,,,,,,,,,,,,,,
1.2.2024 9:42 AM,1.2.2024 9:57 AM,AER,768086545,,571955,,85,,PUMA2,,,,4151860,PUSH,,,,8,1.2.2024 9:43 AM,PTSS,5,111 ,,1.2.2024 9:48 AM,1.2.2024 9:53 AM,1,,1.2.2024 9:57 AM,,1,,1.2.2024,,1.2.2024 9:35 AM,,,E,M,,,,,,,,,,,,,,,
,,AER,768086546,,571957,,10,,PUMA2,,,,4151861,PUSH,,,,0,1.1.2024 3:59 PM,BESTAND,0,111 ,,1.2.2024 2:28 PM,1.2.2024 2:33 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 2:15 PM,,,V, ,,,,,,,,,,,,,,,
,,AER,768086547,,571959,,10,,PUMA2,,,,4151862,PUSH,,,,0,1.1.2024 4:25 PM,BESTAND,0,111B,,1.2.2024 7:03 PM,1.2.2024 7:08 PM,0,,1.2.2024 1:05 AM,,1,,1.2.2024,,1.2.2024 6:50 PM,,,V, ,,,,,,,,,,,,,,,
,,POE-FAF,768086413,571072,,,10,,OPTIBUS,,1.2.2024 6:28 PM,1.2.2024 6:38 PM,,BUSCRW,,,,0,1.2.2024 1:03 AM,POE-FAF,1,119 ,MCS,1.2.2024 6:28 PM,1.2.2024 6:38 PM,1,1,1.2.2024 1:03 AM,,2,,1.2.2024 6:25 PM,,,,,,,,,,,,,,,,,,,,,
1.2.2024 8:23 AM,1.2.2024 9:39 AM,STAT,768009411,572032,,M,80,20,PND-ANK,BAG,1.2.2024 8:21 AM,1.2.2024 9:08 AM,,PNDAN,,3641469104,1148273089,56,1.2.2024 9:39 AM,PND-ANK,101,2N,CW,1.2.2024 7:47 AM,1.2.2024 8:32 AM,2,10,1.2.2024 9:39 AM,,I,,1.2.2024 7:40 AM,,1.1.2024 6:29 PM,,UA  108 20240102074000L,N,,N,,,T01,,,,,,BAG,,,10,99,
1.2.2024 7:42 AM,1.2.2024 8:28 AM,STAT,768009415,571131,,M,80,20,PND-ANK,BAG,1.2.2024 7:17 AM,1.2.2024 8:28 AM,,PNDAN,,3641402623,1148265640,43,1.2.2024 8:28 AM,PND-ANK,7,GS,BN,1.2.2024 7:07 AM,1.2.2024 7:52 AM,2,10,1.2.2024 8:28 AM,,I,,1.2.2024 7:00 AM,,1.1.2024 6:29 PM,,EN 8323 20240102070000L,,,N,,,T11,,,,,,BAG,,,10,7,
1.2.2024 6:03 AM,1.2.2024 6:53 AM,,768013934,,572451,,80,,COBRA2,,1.2.2024 5:57 AM,1.2.2024 6:45 AM,,COBBEL,,,,12,1.2.2024 6:53 AM,SELMANST;1704174831098,,354B,,1.2.2024 5:57 AM,1.2.2024 6:45 AM,3,0,1.2.2024 6:53 AM,;,H,,1.1.2024 4:55 PM,,1.2.2024 5:40 AM,,CobraAuf.GH;Status=C,R,AKK=M;ANR=N,SELMANST,GH,,,A320,N,AD,AD_DLH A320 AKK,,,,,,,
,,POE-FAF,768086414,571071,,,10,,OPTIBUS,,1.2.2024 10:33 PM,1.2.2024 10:43 PM,,BUSCRW,,,,0,1.2.2024 1:03 AM,POE-FAF,1,120 ,MCS,1.2.2024 10:33 PM,1.2.2024 10:43 PM,1,1,1.2.2024 1:03 AM,,2,,1.2.2024 10:30 PM,,,,,,,,,,,,,,,,,,,,,
,,POE-FAF,768086453,571074,,,10,,OPTIBUS,,1.2.2024 8:23 PM,1.2.2024 8:33 PM,,BUSCRW,,,,0,1.2.2024 1:03 AM,POE-FAF,1,183 ,MCS,1.2.2024 8:23 PM,1.2.2024 8:33 PM,1,1,1.2.2024 1:03 AM,,2,,1.2.2024 8:20 PM,,,,,,,,,,,,,,,,,,,,,
