ATTBE,ATTEN,AUKEY,CBDFK,ETTBE,ETTEN,INDNR,LUPDN,LUPDT,LUPDV,LZUAU,MENGE,STTBE,STTEN,UAKEY,UAPIR,UASAA,UASAU,XUA,ZINFO,DFKEY,ORTFR,ORTTO,UAART,UAREE,FGKEY,UAABF,REKEY,SPREK,ATT30,ATT50,ATT55,ATT60,ATT70,ATT75,ATTER,UAAGE,EINHE,ATT20,QKB,SAA20,SAAOF,SKA,STT20,URK,RELFK,UAINF,ETT30,UAKSL,SPKEY,MENG2,CINFO,ATT40,STLIK,OKEYN,ABI,EBI,SBI,TOURK,EINH2,EINH3,EINH4,MENG3,MENG4,XCABA
11.12.2023 05:50:17,11.12.2023 06:02:12,787878787,,11.12.2023 05:52:45,11.12.2023 06:02:45,1,13,11.12.2023 06:02:12,D015709324,,1,11.12.2023 05:52:45,11.12.2023 06:02:45,797306688,,80,,11.12.2023 06:02:12,BEM:,,SFOC,514S,,,,,7669249,14145773,11.12.2023 05:49:56,11.12.2023 05:51:40,,11.12.2023 05:51:52,11.12.2023 06:02:10,11.12.2023 06:02:11,,FALKE,,11.12.2023 05:49:45,,,,,,,,,11.12.2023 05:49:45,,,,,11.12.2023 05:50:00,,,,600,600,,,,,,,
